sqldate,AvgTone,NormalizedTone,7d,14d,28d
2019-10-24,-2.10027262293808,0.21573413247754125,2.3925275834634467,3.181438992307815,3.125380878671598
2019-10-25,-2.030035294237731,0.5553113708441391,1.798307561996499,3.0388466884290395,3.12751041685917
2019-10-26,-2.6772092931812224,-2.5735883662383388,1.1597707992331365,2.7982750617739383,2.97432898693629
2019-10-27,-2.5906233891811214,-2.154970478771849,0.6232437176155762,2.39455520270308,2.8116192018966677
2019-10-28,-1.70769334821764,2.1137417648331005,0.29474472220553255,2.3115185874020447,2.7101421479356214
2019-10-29,-1.4689805395816262,3.2678493856565076,0.36646123362913846,2.1592000345103015,2.7188309174849183
2019-10-30,-1.430195667715746,3.4553630613944706,0.6970629814565125,2.017931086877661,2.6806940157537307
2019-10-31,-1.531563983913652,2.9652764719797196,1.089854744242538,1.74119116385299,2.6217921704432547
2019-11-01,-1.6015362128448485,2.6269809145820053,1.3858075362050903,1.5920575491007922,2.5318046593351156
2019-11-02,-1.9336429076603452,1.021340774854651,1.8993688420755173,1.5295698206543247,2.4603088016458066
2019-11-03,-1.2706424208235754,4.22675701891834,2.811044198888401,1.7171439582519865,2.532833049488363
2019-11-04,-1.5925995601463014,2.670187054390664,2.8905363831109105,1.5926405526582192,2.509786742055222
2019-11-05,-1.159849999212688,4.762406441507866,3.104044533946819,1.7352528837879764,2.597040995667703
2019-11-06,-1.480904005085216,3.2102028668838156,3.0690216490167255,1.8830423152366165,2.631071723600838
2019-11-07,-1.393742710896005,3.6316026000585158,3.164211095885125,2.127032920063829,2.6542359561858215
2019-11-08,-1.6185706014968182,2.5446245556097367,3.1524459017462294,2.269126718975657,2.653986703702348
2019-11-09,-1.8540933335258691,1.4059400356418852,3.207388653287263,2.553378747681388,2.675826904727663
2019-11-10,-1.4721130779971483,3.2527044653711927,3.0682382884948134,2.939641243691605,2.667098223197342
2019-11-11,-1.2487530226680863,4.332585949384354,3.305723844922483,3.0981301140166946,2.704824350709369
2019-11-12,-1.209759980697453,4.521106067573795,3.2712523629319015,3.187648448439358,2.6734242414748293
2019-11-13,-1.0192303867992212,5.4422617339445365,3.5901179153691474,3.3295697821929338,2.673750434535297
2019-11-14,-1.4290672161912663,3.4608187992393447,3.5657202295378374,3.3649656627114792,2.553078413282234
2019-11-15,-1.5032615232739406,3.102110710992638,3.645361108878252,3.398903505312238,2.4954805272065146
2019-11-16,-1.4217159908982746,3.496359854541358,3.9439925115781764,3.5756905824327174,2.5526302015435207
2019-11-17,-1.6077798067375897,2.5967949378256163,3.850291150500237,3.4592647194975226,2.5882043388747538
2019-11-18,-1.4748200479753777,3.2396170458101485,3.694152735703922,3.4999382903132,2.5462894214857092
2019-11-19,-1.9866699435327857,0.7649703414466344,3.1575619176857557,3.2144071403088263,2.4748300120484013
2019-11-20,-1.6793433243188152,2.25080595849373,2.7016396640499267,3.1458787897095344,2.5144605524730754
2019-11-21,-1.550362353063575,2.874391775766963,2.6178643749824433,3.091792302260138,2.609412611161983
2019-11-22,-1.5176975643028936,3.0323166138043374,2.6078937896698293,3.126627449274038,2.697877084124847
2019-11-23,-1.2084207582784348,4.527580821939085,2.7552110707266473,3.3496017911524096,2.9514902694168983
2019-11-24,-2.066974603638145,0.37672045764359874,2.4380575735577876,3.14417436202901,3.0419078028603073
2019-11-25,-2.116227792979938,0.13859548440055924,1.9950544933564174,2.8446036145301674,2.9713668642734308
2019-11-26,-2.06830727898212,0.3702773564989501,1.938669781221034,2.5481158494533926,2.867882148946375
2019-11-27,-1.6471646172810686,2.406380731513699,1.9608947487953154,2.331267206422619,2.830418494307776
2019-11-28,-1.4366506672713737,3.4241549991956757,2.039432352142274,2.328648363562357,2.846807013136917
2019-11-29,-2.037596624183199,0.5187545201100372,1.6803520530430887,2.1441229213564563,2.7715132133343467
2019-11-30,-3.611237750868229,-7.089346725590483,0.020790974824579016,1.3880010227756105,2.4818458026041634
2019-12-01,-2.975168177599102,-4.014133685794503,-0.6064739028094355,0.9157918353741736,2.187528277435848
2019-12-02,-2.2689923163443795,-0.5999769517152909,-0.7119842508259856,0.6415351212652137,2.0707367057892063
2019-12-03,-1.6358854899329982,2.4609120610348327,-0.4133221501780023,0.7626738155215136,1.9885404779151696
2019-12-04,-1.5628054239438247,2.8142331147742934,-0.3550575239979174,0.8029186123986966,1.9743987010541153
2019-12-05,-1.5479609297672563,2.8860019651947546,-0.43193652885519185,0.8037479116435389,1.947770106951838
2019-12-06,-2.0175437535815757,0.6157043692319069,-0.4180865504092104,0.6311327513169368,1.878880100295487
2019-12-07,-1.84059280804816,1.4712111848021405,0.8048502939325929,0.4128206343785837,1.8812112127654963
2019-12-08,-1.7537459103396695,1.8910909016172954,1.6484538064199927,0.5209899518052763,1.8325821569171428
2019-12-09,-1.6597230027147314,2.34566455789468,2.069259736364274,0.6786377427691421,1.7616206786496544
2019-12-10,-1.453774675271728,3.3413653565067314,2.1950387785745455,0.8908583141982694,1.7194870818258305
2019-12-11,-1.4625478135421393,3.2989497618250994,2.2642840138675178,0.9546132449347979,1.6429402256787078
2019-12-12,-1.0352806893890607,5.364663147420005,2.6183784684711253,1.0932209698079642,1.7109346666851601
2019-12-13,-0.7446654431726594,6.769704093074645,3.497521286162945,1.539717367876865,1.8419201446166604
2019-12-14,-0.9166827152428286,5.938050166568563,4.135641140701005,2.4702457173167964,1.9291233700462034
